Zeit;Kanal A
(ms);(mV)

-13,06374935;0,18639271
-13,05874935;1,11897147
-13,05374935;1,49175680
-13,04874935;2,05093503
-13,04374935;1,11897147
-13,03874935;0,55917817
-13,03374935;0,93196356
-13,02874935;0,74557084
-13,02374935;0,55917817
-13,01874935;0,93196356
-13,01374935;0,55917817
-13,00874935;0,37278542
-13,00374935;0,18639271
-12,99874936;-0,37278542
-12,99374936;-0,37278542
-12,98874936;-0,74557084
-12,98374936;-0,55917817
-12,97874936;-0,74557084
-12,97374936;-1,30536413
-12,96874936;-0,74557084
-12,96374936;-1,30536413
-12,95874936;-2,05093503
-12,95374936;-2,61072826
-12,94874936;-2,23794293
-12,94374936;-2,79712105
-12,93874936;-2,98351359
-12,93374936;-2,79712105
-12,92874936;-3,17052150
-12,92374936;-3,17052150
-12,91874936;-3,54330683
-12,91374936;-2,61072826
-12,90874936;-3,54330683
-12,90374936;-2,61072826
-12,89874936;-3,54330683
-12,89374936;-2,61072826
-12,88874936;-2,05093503
-12,88374936;-2,05093503
-12,87874936;-2,05093503
-12,87374936;-1,86454225
-12,86874936;-2,23794293
-12,86374936;-2,23794293
-12,85874936;-2,61072826
-12,85374936;-2,61072826
-12,84874936;-4,28949261
-12,84374936;-4,10248518
-12,83874936;-4,10248518
-12,83374936;-5,96764231
-12,82874936;-5,03506374
-12,82374936;-5,59485722
-12,81874936;-7,27362204
-12,81374936;-6,34104300
-12,80874936;-5,96764231
-12,80374936;-6,34104300
-12,79874936;-6,34104300
-12,79374936;-6,15403509
-12,78874936;-5,22207165
-12,78374936;-5,40846395
-12,77874936;-4,28949261
-12,77374936;-3,72969961
-12,76874936;-3,17052150
-12,76374936;-3,17052150
-12,75874936;-2,61072826
-12,75374936;-2,23794293
-12,74874936;-2,23794293
-12,74374936;-1,86454225
-12,73874936;-2,61072826
-12,73374936;-2,23794293
-12,72874936;-2,79712105
-12,72374936;-2,79712105
-12,71874936;-2,61072826
-12,71374936;-2,98351359
-12,70874936;-2,61072826
-12,70374936;-2,61072826
-12,69874936;-2,05093503
-12,69374936;-2,05093503
-12,68874936;-1,86454225
-12,68374936;-1,11897147
-12,67874936;-1,11897147
-12,67374936;-0,74557084
-12,66874936;0,00000000
-12,66374936;0,18639271
-12,65874936;0,55917817
-12,65374936;1,11897147
-12,64874936;0,55917817
-12,64374936;1,67814958
-12,63874936;1,11897147
-12,63374936;1,11897147
-12,62874936;2,05093503
-12,62374936;1,49175680
-12,61874936;1,86454225
-12,61374936;1,67814958
-12,60874936;1,86454225
-12,60374937;2,05093503
-12,59874937;2,79712105
-12,59374937;3,17052150
-12,58874937;2,98351359
-12,58374937;3,35691428
-12,57874937;3,72969961
-12,57374937;4,84867096
-12,56874937;4,10248518
-12,56374937;4,28949261
-12,55874937;4,47588587
-12,55374937;4,28949261
-12,54874937;3,91609240
-12,54374937;4,28949261
-12,53874937;4,28949261
-12,53374937;3,72969961
-12,52874937;3,54330683
-12,52374937;3,54330683
-12,51874937;3,17052150
-12,51374937;4,10248518
-12,50874937;2,98351359
-12,50374937;2,79712105
-12,49874937;2,98351359
-12,49374937;2,98351359
-12,48874937;2,79712105
-12,48374937;3,54330683
-12,47874937;3,17052150
-12,47374937;3,35691428
-12,46874937;3,35691428
-12,46374937;3,91609240
-12,45874937;3,54330683
-12,45374937;3,72969961
-12,44874937;2,98351359
-12,44374937;2,98351359
-12,43874937;2,79712105
-12,43374937;1,86454225
-12,42874937;2,79712105
-12,42374937;2,05093503
-12,41874937;1,49175680
-12,41374937;1,67814958
-12,40874937;0,93196356
-12,40374937;0,93196356
-12,39874937;0,37278542
-12,39374937;0,37278542
-12,38874937;0,18639271
-12,38374937;0,55917817
-12,37874937;-0,37278542
-12,37374937;-0,37278542
-12,36874937;-0,74557084
-12,36374937;-0,37278542
-12,35874937;-1,11897147
-12,35374937;-1,11897147
-12,34874937;-1,67814958
-12,34374937;-1,30536413
-12,33874937;-1,67814958
-12,33374937;-1,49175680
-12,32874937;-2,05093503
-12,32374937;-2,61072826
-12,31874937;-2,98351359
-12,31374937;-3,17052150
-12,30874937;-3,54330683
-12,30374937;-3,54330683
-12,29874937;-4,28949261
-12,29374937;-4,84867096
-12,28874937;-4,84867096
-12,28374937;-4,66227818
-12,27874937;-4,84867096
-12,27374937;-4,10248518
-12,26874937;-5,03506374
-12,26374937;-5,59485722
-12,25874937;-5,40846395
-12,25374937;-5,78124952
-12,24874937;-5,78124952
-12,24374937;-5,96764231
-12,23874937;-6,52743578
-12,23374937;-7,27362204
-12,22874937;-6,71382856
-12,22374937;-5,96764231
-12,21874937;-6,90022135
-12,21374937;-6,52743578
-12,20874938;-6,15403509
-12,20374938;-5,96764231
-12,19874938;-5,78124952
-12,19374938;-5,40846395
-12,18874938;-5,40846395
-12,18374938;-4,47588587
-12,17874938;-3,91609240
-12,17374938;-3,54330683
-12,16874938;-3,17052150
-12,16374938;-3,35691428
-12,15874938;-3,17052150
-12,15374938;-2,79712105
-12,14874938;-3,35691428
-12,14374938;-3,35691428
-12,13874938;-3,91609240
-12,13374938;-3,91609240
-12,12874938;-4,10248518
-12,12374938;-4,47588587
-12,11874938;-5,40846395
-12,11374938;-5,22207165
-12,10874938;-4,84867096
-12,10374938;-5,03506374
-12,09874938;-5,40846395
-12,09374938;-4,84867096
-12,08874938;-5,03506374
-12,08374938;-4,47588587
-12,07874938;-4,66227818
-12,07374938;-3,91609240
-12,06874938;-3,35691428
-12,06374938;-3,17052150
-12,05874938;-2,79712105
-12,05374938;-2,23794293
-12,04874938;-2,61072826
-12,04374938;-2,23794293
-12,03874938;-1,67814958
-12,03374938;-2,23794293
-12,02874938;-1,86454225
-12,02374938;-1,67814958
-12,01874938;-1,11897147
-12,01374938;-1,30536413
-12,00874938;-1,67814958
-12,00374938;-1,11897147
-11,99874938;-1,49175680
-11,99374938;-1,67814958
-11,98874938;-0,74557084
-11,98374938;0,00000000
-11,97874938;0,18639271
-11,97374938;0,00000000
-11,96874938;0,55917817
-11,96374938;1,30536413
-11,95874938;1,11897147
-11,95374938;1,67814958
-11,94874938;1,86454225
-11,94374938;1,86454225
-11,93874938;2,05093503
-11,93374938;2,98351359
-11,92874938;3,17052150
-11,92374938;3,17052150
-11,91874938;2,42433548
-11,91374938;3,35691428
-11,90874938;2,79712105
-11,90374938;3,72969961
-11,89874938;1,67814958
-11,89374938;3,35691428
-11,88874938;3,17052150
-11,88374938;3,91609240
-11,87874938;3,91609240
-11,87374938;3,54330683
-11,86874938;3,35691428
-11,86374938;3,72969961
-11,85874938;3,91609240
-11,85374938;4,28949261
-11,84874938;3,54330683
-11,84374938;4,66227818
-11,83874938;4,66227818
-11,83374938;4,28949261
-11,82874938;4,10248518
-11,82374938;3,91609240
-11,81874938;3,72969961
-11,81374939;4,66227818
-11,80874939;3,72969961
-11,80374939;4,10248518
-11,79874939;3,72969961
-11,79374939;3,91609240
-11,78874939;4,10248518
-11,78374939;4,28949261
-11,77874939;4,28949261
-11,77374939;4,84867096
-11,76874939;5,59485722
-11,76374939;4,66227818
-11,75874939;4,66227818
-11,75374939;4,28949261
-11,74874939;4,47588587
-11,74374939;4,84867096
-11,73874939;4,28949261
-11,73374939;4,66227818
-11,72874939;3,72969961
-11,72374939;4,10248518
-11,71874939;3,17052150
-11,71374939;2,98351359
-11,70874939;2,98351359
-11,70374939;3,17052150
-11,69874939;2,42433548
-11,69374939;2,79712105
-11,68874939;2,42433548
-11,68374939;2,79712105
-11,67874939;2,61072826
-11,67374939;2,79712105
-11,66874939;2,05093503
-11,66374939;2,23794293
-11,65874939;2,42433548
-11,65374939;2,42433548
-11,64874939;2,42433548
-11,64374939;2,05093503
-11,63874939;1,49175680
-11,63374939;0,93196356
-11,62874939;1,11897147
-11,62374939;1,30536413
-11,61874939;-0,74557084
-11,61374939;0,74557084
-11,60874939;0,18639271
-11,60374939;0,18639271
-11,59874939;0,55917817
-11,59374939;0,93196356
-11,58874939;0,00000000
-11,58374939;0,93196356
-11,57874939;0,00000000
-11,57374939;0,55917817
-11,56874939;0,18639271
-11,56374939;1,11897147
-11,55874939;0,55917817
-11,55374939;0,74557084
-11,54874939;0,18639271
-11,54374939;0,74557084
-11,53874939;0,93196356
-11,53374939;0,55917817
-11,52874939;0,93196356
-11,52374939;0,55917817
-11,51874939;0,74557084
-11,51374939;1,11897147
-11,50874939;2,42433548
-11,50374939;1,30536413
-11,49874939;1,11897147
-11,49374939;1,86454225
-11,48874939;1,11897147
-11,48374939;0,18639271
-11,47874939;2,23794293
-11,47374939;1,67814958
-11,46874939;2,79712105
-11,46374939;2,05093503
-11,45874939;2,05093503
-11,45374939;2,05093503
-11,44874939;2,23794293
-11,44374939;2,23794293
-11,43874939;2,23794293
-11,43374939;2,05093503
-11,42874939;2,42433548
-11,42374939;1,86454225
-11,41874940;2,05093503
-11,41374940;1,86454225
-11,40874940;1,11897147
-11,40374940;1,86454225
-11,39874940;0,93196356
-11,39374940;1,30536413
-11,38874940;1,49175680
-11,38374940;1,30536413
-11,37874940;1,49175680
-11,37374940;1,67814958
-11,36874940;1,11897147
-11,36374940;1,86454225
-11,35874940;1,67814958
-11,35374940;1,67814958
-11,34874940;2,05093503
-11,34374940;1,67814958
-11,33874940;1,86454225
-11,33374940;2,42433548
-11,32874940;1,30536413
-11,32374940;2,05093503
-11,31874940;1,11897147
-11,31374940;1,30536413
-11,30874940;0,93196356
-11,30374940;0,74557084
-11,29874940;0,55917817
-11,29374940;0,18639271
-11,28874940;0,18639271
-11,28374940;0,18639271
-11,27874940;-1,11897147
-11,27374940;-0,37278542
-11,26874940;-0,74557084
-11,26374940;-2,23794293
-11,25874940;-1,67814958
-11,25374940;-1,67814958
-11,24874940;-1,86454225
-11,24374940;-2,23794293
-11,23874940;-2,61072826
-11,23374940;-2,98351359
-11,22874940;-3,54330683
-11,22374940;-3,35691428
-11,21874940;-3,35691428
-11,21374940;-3,54330683
-11,20874940;-3,72969961
-11,20374940;-3,54330683
-11,19874940;-3,35691428
-11,19374940;-3,54330683
-11,18874940;-3,17052150
-11,18374940;-2,98351359
-11,17874940;-2,61072826
-11,17374940;-2,42433548
-11,16874940;-2,42433548
-11,16374940;-2,05093503
-11,15874940;-2,23794293
-11,15374940;-2,98351359
-11,14874940;-3,35691428
-11,14374940;-3,35691428
-11,13874940;-3,91609240
-11,13374940;-4,28949261
-11,12874940;-5,03506374
-11,12374940;-5,40846395
-11,11874940;-5,96764231
-11,11374940;-5,96764231
-11,10874940;-6,90022135
-11,10374940;-7,08661366
-11,09874940;-6,71382856
-11,09374940;-6,71382856
-11,08874940;-5,96764231
-11,08374940;-6,34104300
-11,07874940;-5,78124952
-11,07374940;-5,03506374
-11,06874940;-3,91609240
-11,06374940;-4,10248518
-11,05874940;-3,35691428
-11,05374940;-3,17052150
-11,04874940;-3,35691428
-11,04374940;-2,23794293
-11,03874940;-2,23794293
-11,03374940;-2,05093503
-11,02874940;-2,05093503
-11,02374940;-2,42433548
-11,01874941;-2,79712105
-11,01374941;-2,61072826
-11,00874941;-2,79712105
-11,00374941;-2,98351359
-10,99874941;-2,61072826
-10,99374941;-2,42433548
-10,98874941;-2,05093503
-10,98374941;-1,86454225
-10,97874941;-1,30536413
-10,97374941;-0,74557084
-10,96874941;-0,93196356
-10,96374941;0,00000000
-10,95874941;-0,18639271
-10,95374941;0,37278542
-10,94874941;0,74557084
-10,94374941;1,11897147
-10,93874941;1,49175680
-10,93374941;0,93196356
-10,92874941;1,67814958
-10,92374941;1,67814958
-10,91874941;2,05093503
-10,91374941;2,23794293
-10,90874941;2,42433548
-10,90374941;2,98351359
-10,89874941;2,42433548
-10,89374941;2,23794293
-10,88874941;2,79712105
-10,88374941;3,72969961
-10,87874941;3,72969961
-10,87374941;3,72969961
-10,86874941;4,28949261
-10,86374941;3,91609240
-10,85874941;4,66227818
-10,85374941;4,66227818
-10,84874941;4,47588587
-10,84374941;4,47588587
-10,83874941;4,47588587
-10,83374941;4,47588587
-10,82874941;3,91609240
-10,82374941;3,91609240
-10,81874941;4,28949261
-10,81374941;4,28949261
-10,80874941;3,91609240
-10,80374941;3,91609240
-10,79874941;3,72969961
-10,79374941;3,72969961
-10,78874941;3,35691428
-10,78374941;3,72969961
-10,77874941;3,72969961
-10,77374941;3,91609240
-10,76874941;3,72969961
-10,76374941;3,91609240
-10,75874941;4,10248518
-10,75374941;3,72969961
-10,74874941;3,91609240
-10,74374941;3,54330683
-10,73874941;3,35691428
-10,73374941;3,17052150
-10,72874941;2,98351359
-10,72374941;2,98351359
-10,71874941;2,79712105
-10,71374941;2,05093503
-10,70874941;0,93196356
-10,70374941;0,93196356
-10,69874941;1,11897147
-10,69374941;0,55917817
-10,68874941;0,18639271
-10,68374941;0,37278542
-10,67874941;-0,37278542
-10,67374941;-0,37278542
-10,66874941;-0,74557084
-10,66374941;-1,30536413
-10,65874941;-0,93196356
-10,65374941;-0,74557084
-10,64874941;-1,67814958
-10,64374941;-1,30536413
-10,63874941;-2,23794293
-10,63374941;-1,86454225
-10,62874941;-2,98351359
-10,62374942;-2,79712105
-10,61874942;-2,98351359
-10,61374942;-3,91609240
-10,60874942;-3,91609240
-10,60374942;-3,91609240
-10,59874942;-4,47588587
-10,59374942;-5,03506374
-10,58874942;-5,78124952
-10,58374942;-5,03506374
-10,57874942;-5,78124952
-10,57374942;-5,40846395
-10,56874942;-6,15403509
-10,56374942;-5,96764231
-10,55874942;-6,90022135
-10,55374942;-6,52743578
-10,54874942;-6,71382856
-10,54374942;-6,71382856
-10,53874942;-7,64640713
-10,53374942;-6,90022135
-10,52874942;-7,08661366
-10,52374942;-7,27362204
-10,51874942;-7,08661366
-10,51374942;-6,90022135
-10,50874942;-7,27362204
-10,50374942;-6,34104300
-10,49874942;-6,52743578
-10,49374942;-5,59485722
-10,48874942;-5,96764231
-10,48374942;-5,22207165
-10,47874942;-5,03506374
-10,47374942;-4,84867096
-10,46874942;-3,91609240
-10,46374942;-3,54330683
-10,45874942;-3,35691428
-10,45374942;-2,98351359
-10,44874942;-3,54330683
-10,44374942;-3,72969961
-10,43874942;-3,35691428
-10,43374942;-3,91609240
-10,42874942;-4,10248518
-10,42374942;-4,47588587
-10,41874942;-4,47588587
-10,41374942;-5,78124952
-10,40874942;-5,40846395
-10,40374942;-5,40846395
-10,39874942;-5,96764231
-10,39374942;-5,40846395
-10,38874942;-5,40846395
-10,38374942;-4,47588587
-10,37874942;-5,03506374
-10,37374942;-4,47588587
-10,36874942;-4,10248518
-10,36374942;-3,17052150
-10,35874942;-2,23794293
-10,35374942;-2,23794293
-10,34874942;-2,23794293
-10,34374942;-2,05093503
-10,33874942;-1,67814958
-10,33374942;-1,30536413
-10,32874942;-1,11897147
-10,32374942;-1,67814958
-10,31874942;-2,05093503
-10,31374942;-1,30536413
-10,30874942;-2,42433548
-10,30374942;-2,05093503
-10,29874942;-1,67814958
-10,29374942;-0,74557084
-10,28874942;-1,30536413
-10,28374942;-0,93196356
-10,27874942;-1,11897147
-10,27374942;-0,74557084
-10,26874942;-0,37278542
-10,26374942;0,18639271
-10,25874942;0,18639271
-10,25374942;1,11897147
-10,24874942;1,30536413
-10,24374942;1,30536413
-10,23874942;1,30536413
-10,23374942;1,86454225
-10,22874943;2,61072826
-10,22374943;2,05093503
-10,21874943;2,42433548
-10,21374943;2,61072826
-10,20874943;2,98351359
-10,20374943;3,35691428
-10,19874943;2,98351359
-10,19374943;3,35691428
-10,18874943;2,98351359
-10,18374943;3,54330683
-10,17874943;3,35691428
-10,17374943;3,91609240
-10,16874943;3,72969961
-10,16374943;3,54330683
-10,15874943;4,10248518
-10,15374943;3,72969961
-10,14874943;3,91609240
-10,14374943;3,91609240
-10,13874943;3,91609240
-10,13374943;3,91609240
-10,12874943;3,72969961
-10,12374943;3,91609240
-10,11874943;3,35691428
-10,11374943;3,91609240
-10,10874943;3,91609240
-10,10374943;3,35691428
-10,09874943;4,10248518
-10,09374943;5,40846395
-10,08874943;4,28949261
-10,08374943;3,91609240
-10,07874943;4,10248518
-10,07374943;4,28949261
-10,06874943;4,10248518
-10,06374943;4,28949261
-10,05874943;4,66227818
-10,05374943;4,28949261
-10,04874943;5,03506374
-10,04374943;4,47588587
-10,03874943;4,47588587
-10,03374943;3,91609240
-10,02874943;4,28949261
-10,02374943;3,72969961
-10,01874943;4,28949261
-10,01374943;3,54330683
-10,00874943;3,72969961
-10,00374943;3,35691428
-9,99874943;3,17052150
-9,99374943;2,79712105
-9,98874943;2,42433548
-9,98374943;2,42433548
-9,97874943;0,93196356
-9,97374943;2,61072826
-9,96874943;2,42433548
-9,96374943;2,42433548
-9,95874943;2,05093503
-9,95374943;2,79712105
-9,94874943;1,67814958
-9,94374943;2,05093503
-9,93874943;2,05093503
-9,93374943;1,49175680
-9,92874943;0,93196356
-9,92374943;1,49175680
-9,91874943;0,55917817
-9,91374943;0,74557084
-9,90874943;1,11897147
-9,90374943;0,18639271
-9,89874943;0,18639271
-9,89374943;1,49175680
-9,88874943;-0,37278542
-9,88374943;0,18639271
-9,87874943;-0,18639271
-9,87374943;0,18639271
-9,86874943;0,18639271
-9,86374943;0,37278542
-9,85874943;0,93196356
-9,85374943;1,11897147
-9,84874943;0,55917817
-9,84374943;0,55917817
-9,83874943;0,55917817
-9,83374944;0,93196356
-9,82874944;0,55917817
-9,82374944;0,74557084
-9,81874944;0,55917817
-9,81374944;0,00000000
-9,80874944;0,93196356
-9,80374944;0,55917817
-9,79874944;0,55917817
-9,79374944;0,93196356
-9,78874944;0,18639271
-9,78374944;0,18639271
-9,77874944;0,55917817
-9,77374944;1,11897147
-9,76874944;1,11897147
-9,76374944;0,55917817
-9,75874944;1,11897147
-9,75374944;1,30536413
-9,74874944;1,11897147
-9,74374944;1,86454225
-9,73874944;1,67814958
-9,73374944;1,30536413
-9,72874944;2,05093503
-9,72374944;1,86454225
-9,71874944;1,86454225
-9,71374944;1,67814958
-9,70874944;1,49175680
-9,70374944;1,49175680
-9,69874944;1,49175680
-9,69374944;0,93196356
-9,68874944;1,11897147
-9,68374944;1,49175680
-9,67874944;1,30536413
-9,67374944;1,67814958
-9,66874944;0,93196356
-9,66374944;1,30536413
-9,65874944;1,11897147
-9,65374944;1,30536413
-9,64874944;1,49175680
-9,64374944;1,11897147
-9,63874944;1,11897147
-9,63374944;1,11897147
-9,62874944;1,11897147
-9,62374944;1,11897147
-9,61874944;0,37278542
-9,61374944;0,55917817
-9,60874944;1,11897147
-9,60374944;0,55917817
-9,59874944;0,00000000
-9,59374944;0,00000000
-9,58874944;0,18639271
-9,58374944;0,00000000
-9,57874944;-0,37278542
-9,57374944;0,00000000
-9,56874944;-0,37278542
-9,56374944;-0,18639271
-9,55874944;-1,67814958
-9,55374944;-1,30536413
-9,54874944;-1,67814958
-9,54374944;-1,67814958
-9,53874944;-2,42433548
-9,53374944;-2,61072826
-9,52874944;-3,35691428
-9,52374944;-2,98351359
-9,51874944;-3,72969961
-9,51374944;-3,91609240
-9,50874944;-3,91609240
-9,50374944;-2,98351359
-9,49874944;-3,17052150
-9,49374944;-2,61072826
-9,48874944;-2,98351359
-9,48374944;-3,54330683
-9,47874944;-2,98351359
-9,47374944;-2,23794293
-9,46874944;-2,23794293
-9,46374944;-1,67814958
-9,45874944;-2,05093503
-9,45374944;-1,86454225
-9,44874944;-2,23794293
-9,44374944;-2,61072826
-9,43874945;-2,79712105
-9,43374945;-3,72969961
-9,42874945;-3,72969961
-9,42374945;-5,03506374
-9,41874945;-5,22207165
-9,41374945;-5,78124952
-9,40874945;-6,34104300
-9,40374945;-6,71382856
-9,39874945;-7,27362204
-9,39374945;-6,71382856
-9,38874945;-7,08661366
-9,38374945;-6,71382856
-9,37874945;-5,96764231
-9,37374945;-5,78124952
-9,36874945;-5,03506374
-9,36374945;-4,28949261
-9,35874945;-4,47588587
-9,35374945;-3,54330683
-9,34874945;-3,17052150
-9,34374945;-2,61072826
-9,33874945;-2,98351359
-9,33374945;-2,79712105
-9,32874945;-2,61072826
-9,32374945;-2,61072826
-9,31874945;-2,98351359
-9,31374945;-2,79712105
-9,30874945;-2,98351359
-9,30374945;-2,98351359
-9,29874945;-2,79712105
-9,29374945;-3,54330683
-9,28874945;-2,61072826
-9,28374945;-2,23794293
-9,27874945;-1,86454225
-9,27374945;-1,30536413
-9,26874945;-1,11897147
-9,26374945;-0,55917817
-9,25874945;0,00000000
-9,25374945;0,18639271
-9,24874945;0,18639271
-9,24374945;0,55917817
-9,23874945;0,55917817
-9,23374945;1,11897147
-9,22874945;0,93196356
-9,22374945;1,30536413
-9,21874945;1,11897147
-9,21374945;1,49175680
-9,20874945;2,05093503
-9,20374945;2,42433548
-9,19874945;2,42433548
-9,19374945;2,23794293
-9,18874945;2,05093503
-9,18374945;2,79712105
-9,17874945;2,98351359
-9,17374945;3,35691428
-9,16874945;2,98351359
-9,16374945;4,10248518
-9,15874945;3,91609240
-9,15374945;4,28949261
-9,14874945;4,28949261
-9,14374945;3,72969961
-9,13874945;4,28949261
-9,13374945;4,47588587
-9,12874945;5,03506374
-9,12374945;3,91609240
-9,11874945;4,84867096
-9,11374945;3,72969961
-9,10874945;3,72969961
-9,10374945;4,28949261
-9,09874945;2,98351359
-9,09374945;2,98351359
-9,08874945;3,35691428
-9,08374945;2,98351359
-9,07874945;2,79712105
-9,07374945;3,91609240
-9,06874945;3,91609240
-9,06374945;3,72969961
-9,05874945;3,91609240
-9,05374945;3,91609240
-9,04874945;3,91609240
-9,04374945;3,72969961
-9,03874946;3,35691428
-9,03374946;3,91609240
-9,02874946;2,79712105
-9,02374946;3,72969961
-9,01874946;2,79712105
-9,01374946;2,42433548
-9,00874946;2,42433548
-9,00374946;1,49175680
-8,99874946;1,30536413
-8,99374946;1,11897147
-8,98874946;0,55917817
-8,98374946;0,93196356
-8,97874946;0,55917817
-8,97374946;0,37278542
-8,96874946;-0,37278542
-8,96374946;-0,37278542
-8,95874946;-0,55917817
-8,95374946;-0,55917817
-8,94874946;-1,11897147
-8,94374946;-1,11897147
-8,93874946;-1,67814958
-8,93374946;-1,30536413
-8,92874946;-1,67814958
-8,92374946;-1,86454225
-8,91874946;-2,42433548
-8,91374946;-2,61072826
-8,90874946;-2,98351359
-8,90374946;-3,91609240
-8,89874946;-3,91609240
-8,89374946;-4,84867096
-8,88874946;-5,03506374
-8,88374946;-5,22207165
-8,87874946;-4,47588587
-8,87374946;-6,15403509
-8,86874946;-5,40846395
-8,86374946;-6,34104300
-8,85874946;-5,96764231
-8,85374946;-6,34104300
-8,84874946;-5,96764231
-8,84374946;-6,52743578
-8,83874946;-6,71382856
-8,83374946;-6,34104300
-8,82874946;-7,27362204
-8,82374946;-6,71382856
-8,81874946;-7,27362204
-8,81374946;-7,27362204
-8,80874946;-6,34104300
-8,80374946;-7,08661366
-8,79874946;-6,15403509
-8,79374946;-6,34104300
-8,78874946;-6,15403509
-8,78374946;-5,78124952
-8,77874946;-5,03506374
-8,77374946;-5,03506374
-8,76874946;-4,47588587
-8,76374946;-3,54330683
-8,75874946;-3,54330683
-8,75374946;-3,17052150
-8,74874946;-3,35691428
-8,74374946;-3,17052150
-8,73874946;-2,98351359
-8,73374946;-2,98351359
-8,72874946;-3,17052150
-8,72374946;-3,91609240
-8,71874946;-4,10248518
-8,71374946;-4,66227818
-8,70874946;-4,66227818
-8,70374946;-5,40846395
-8,69874946;-5,22207165
-8,69374946;-5,78124952
-8,68874946;-5,40846395
-8,68374946;-5,59485722
-8,67874946;-4,84867096
-8,67374946;-4,84867096
-8,66874946;-5,22207165
-8,66374946;-4,84867096
-8,65874946;-3,17052150
-8,65374946;-2,98351359
-8,64874946;-2,79712105
-8,64374947;-2,98351359
-8,63874947;-2,98351359
-8,63374947;-1,67814958
-8,62874947;-1,11897147
-8,62374947;-1,86454225
-8,61874947;-1,30536413
-8,61374947;-1,67814958
-8,60874947;-1,30536413
-8,60374947;-1,67814958
-8,59874947;-2,05093503
-8,59374947;-0,93196356
-8,58874947;-2,05093503
-8,58374947;-1,67814958
-8,57874947;-0,93196356
-8,57374947;-0,74557084
-8,56874947;-0,37278542
-8,56374947;0,18639271
-8,55874947;0,18639271
-8,55374947;1,11897147
-8,54874947;1,49175680
-8,54374947;1,49175680
-8,53874947;2,05093503
-8,53374947;2,05093503
-8,52874947;2,79712105
-8,52374947;2,79712105
-8,51874947;2,61072826
-8,51374947;3,17052150
-8,50874947;2,98351359
-8,50374947;2,79712105
-8,49874947;3,35691428
-8,49374947;3,91609240
-8,48874947;4,28949261
-8,48374947;3,72969961
-8,47874947;3,17052150
-8,47374947;4,28949261
-8,46874947;4,28949261
-8,46374947;4,84867096
-8,45874947;4,28949261
-8,45374947;4,66227818
-8,44874947;4,28949261
-8,44374947;4,84867096
-8,43874947;4,28949261
-8,43374947;4,66227818
-8,42874947;4,47588587
-8,42374947;3,91609240
-8,41874947;3,91609240
-8,41374947;3,91609240
-8,40874947;3,35691428
-8,40374947;3,35691428
-8,39874947;3,35691428
-8,39374947;3,72969961
-8,38874947;3,35691428
-8,38374947;3,72969961
-8,37874947;3,91609240
-8,37374947;3,91609240
-8,36874947;3,91609240
-8,36374947;4,28949261
-8,35874947;4,66227818
-8,35374947;5,03506374
-8,34874947;4,28949261
-8,34374947;4,66227818
-8,33874947;4,66227818
-8,33374947;4,84867096
-8,32874947;5,22207165
-8,32374947;4,47588587
-8,31874947;4,66227818
-8,31374947;4,28949261
-8,30874947;2,98351359
-8,30374947;3,72969961
-8,29874947;3,72969961
-8,29374947;3,17052150
-8,28874947;2,98351359
-8,28374947;2,61072826
-8,27874947;3,35691428
-8,27374947;2,42433548
-8,26874947;2,42433548
-8,26374947;2,61072826
-8,25874947;2,42433548
-8,25374947;2,79712105
-8,24874948;2,61072826
-8,24374948;2,42433548
-8,23874948;2,05093503
-8,23374948;2,05093503
-8,22874948;2,23794293
-8,22374948;1,67814958
-8,21874948;1,49175680
-8,21374948;1,49175680
-8,20874948;1,11897147
-8,20374948;0,55917817
-8,19874948;0,93196356
-8,19374948;-0,18639271
-8,18874948;0,55917817
-8,18374948;0,18639271
-8,17874948;0,37278542
-8,17374948;-0,37278542
-8,16874948;0,18639271
-8,16374948;0,37278542
-8,15874948;0,18639271
-8,15374948;0,37278542
-8,14874948;0,55917817
-8,14374948;0,55917817
-8,13874948;1,11897147
-8,13374948;0,55917817
-8,12874948;1,11897147
-8,12374948;1,11897147
-8,11874948;1,11897147
-8,11374948;0,55917817
-8,10874948;0,74557084
-8,10374948;0,37278542
-8,09874948;0,93196356
-8,09374948;0,74557084
-8,08874948;0,93196356
-8,08374948;0,93196356
-8,07874948;1,67814958
-8,07374948;1,86454225
-8,06874948;1,86454225
-8,06374948;2,42433548
-8,05874948;2,05093503
-8,05374948;2,42433548
-8,04874948;2,23794293
-8,04374948;1,86454225
-8,03874948;2,42433548
-8,03374948;5,40846395
-8,02874948;1,86454225
-8,02374948;2,61072826
-8,01874948;2,42433548
-8,01374948;1,49175680
-8,00874948;2,05093503
-8,00374948;1,86454225
-7,99874948;1,11897147
-7,99374948;1,86454225
-7,98874948;1,49175680
-7,98374948;1,86454225
-7,97874948;1,49175680
-7,97374948;1,11897147
-7,96874948;0,55917817
-7,96374948;1,67814958
-7,95874948;1,49175680
-7,95374948;1,49175680
-7,94874948;0,93196356
-7,94374948;1,11897147
-7,93874948;1,86454225
-7,93374948;1,49175680
-7,92874948;1,49175680
-7,92374948;0,74557084
-7,91874948;1,11897147
-7,91374948;1,30536413
-7,90874948;1,11897147
-7,90374948;1,11897147
-7,89874948;-0,74557084
-7,89374948;0,18639271
-7,88874948;-0,18639271
-7,88374948;0,18639271
-7,87874948;-0,18639271
-7,87374948;0,18639271
-7,86874948;-0,18639271
-7,86374948;-0,93196356
