Zeit;Kanal A;Kanal B
(ms);(V);(V)

-7,85469436;1,03395665;1,08329237
-7,85449436;1,03395665;1,08329237
-7,85429436;1,03395665;1,08329237
-7,85409436;1,03395665;1,08329237
-7,85389436;1,03395665;1,08329237
-7,85369436;1,03395665;1,08329237
-7,85349436;1,03395665;1,08329237
-7,85329436;1,03395665;1,08329237
-7,85309436;1,03395665;1,08329237
-7,85289436;1,03395665;1,08329237
-7,85269436;1,03395665;1,06582189
-7,85249436;1,03395665;1,08329237
-7,85229436;1,03395665;1,08329237
-7,85209436;1,03395665;1,08329237
-7,85189436;1,03395665;1,08329237
-7,85169436;1,03395665;1,08329237
-7,85149436;1,03395665;1,08329237
-7,85129436;1,03395665;1,08329237
-7,85109436;1,03395665;1,08329237
-7,85089436;1,03395665;1,08329237
-7,85069436;1,03395665;1,08329237
-7,85049436;1,03395665;1,08329237
-7,85029436;1,03395665;1,06582189
-7,85009436;1,03395665;1,10076284
-7,84989436;1,03395665;1,08329237
-7,84969436;1,03395665;1,08329237
-7,84949436;1,03395665;1,08329237
-7,84929436;1,03395665;1,08329237
-7,84909436;1,03395665;1,08329237
-7,84889436;1,03395665;1,08329237
-7,84869436;1,03395665;1,08329237
-7,84849436;1,03395665;1,08329237
-7,84829436;1,03395665;1,08329237
-7,84809436;1,03395665;1,08329237
-7,84789436;1,03395665;1,08329237
-7,84769436;1,03395665;1,08329237
-7,84749436;1,03395665;1,08329237
-7,84729436;1,03395665;1,08329237
-7,84709436;1,03395665;1,08329237
-7,84689436;1,03395665;1,08329237
-7,84669436;1,03395665;1,08329237
-7,84649436;1,03395665;1,08329237
-7,84629436;1,03395665;1,08329237
-7,84609436;1,03395665;1,08329237
-7,84589436;1,03395665;1,08329237
-7,84569436;1,03395665;1,08329237
-7,84549436;1,03395665;1,08329237
-7,84529436;1,03395665;1,08329237
-7,84509436;1,03395665;1,08329237
-7,84489436;1,03395665;1,08329237
-7,84469436;1,03395665;1,08329237
-7,84449436;1,03395665;1,06582189
-7,84429436;1,03395665;1,08329237
-7,84409436;1,03395665;1,08329237
-7,84389436;1,03395665;1,08329237
-7,84369436;1,03395665;1,08329237
-7,84349436;1,03395665;1,08329237
-7,84329436;1,03395665;1,08329237
-7,84309436;1,03395665;1,08329237
-7,84289436;1,03395665;1,08329237
-7,84269436;1,03395665;1,08329237
-7,84249436;1,03395665;1,08329237
-7,84229436;1,03395665;1,08329237
-7,84209436;1,03395665;1,08329237
-7,84189436;1,03395665;1,08329237
-7,84169436;1,03395665;1,08329237
-7,84149436;1,03395665;1,08329237
-7,84129436;1,03395665;1,08329237
-7,84109436;1,03395665;1,08329237
-7,84089436;1,03395665;1,08329237
-7,84069436;1,03395665;1,08329237
-7,84049436;1,03395665;1,08329237
-7,84029436;1,03395665;1,08329237
-7,84009436;1,03395665;1,08329237
-7,83989436;1,03395665;1,08329237
-7,83969436;1,03395665;1,08329237
-7,83949436;1,03395665;1,08329237
-7,83929436;1,03395665;1,08329237
-7,83909436;1,03395665;1,08329237
-7,83889436;1,03395665;1,08329237
-7,83869436;1,03395665;1,08329237
-7,83849436;1,03395665;1,08329237
-7,83829436;1,03395665;1,08329237
-7,83809436;1,03395665;1,08329237
-7,83789436;1,03395665;1,10076284
-7,83769436;1,03395665;1,08329237
-7,83749436;1,03395665;1,08329237
-7,83729436;1,03395665;1,08329237
-7,83709436;1,03395665;1,08329237
-7,83689436;1,03395665;1,08329237
-7,83669436;1,03395665;1,06582189
-7,83649436;1,03395665;1,08329237
-7,83629436;1,03395665;1,08329237
-7,83609436;1,03395665;1,08329237
-7,83589436;1,03395665;1,08329237
-7,83569436;1,03395665;1,08329237
-7,83549436;1,03395665;1,08329237
-7,83529436;1,03395665;1,08329237
-7,83509436;1,03395665;1,08329237
-7,83489436;1,03395665;1,08329237
-7,83469436;1,03395665;1,08329237
-7,83449436;1,03395665;1,08329237
-7,83429436;1,03395665;1,08329237
-7,83409436;1,03395665;1,08329237
-7,83389436;1,03395665;1,08329237
-7,83369436;1,03395665;1,08329237
-7,83349436;1,03395665;1,08329237
-7,83329436;1,03395665;1,08329237
-7,83309436;1,03395665;1,08329237
-7,83289436;1,03395665;1,08329237
-7,83269436;1,03395665;1,10076284
-7,83249436;1,03395665;1,08329237
-7,83229436;1,03395665;1,08329237
-7,83209436;1,03395665;1,08329237
-7,83189436;1,03395665;1,08329237
-7,83169436;1,03395665;1,08329237
-7,83149436;1,03395665;1,08329237
-7,83129436;1,03395665;1,08329237
-7,83109436;1,03395665;1,08329237
-7,83089436;1,03395665;1,08329237
-7,83069436;1,03395665;1,08329237
-7,83049436;1,03395665;1,08329237
-7,83029436;1,03395665;1,08329237
-7,83009436;1,03395665;1,06582189
-7,82989436;1,03395665;1,08329237
-7,82969436;1,03395665;1,08329237
-7,82949436;1,03395665;1,08329237
-7,82929436;1,03395665;1,08329237
-7,82909436;1,03395665;1,08329237
-7,82889436;1,03395665;1,08329237
-7,82869436;1,03395665;1,06582189
-7,82849436;1,03395665;1,08329237
-7,82829436;1,03395665;1,08329237
-7,82809436;1,03395665;1,08329237
-7,82789436;1,03395665;1,08329237
-7,82769436;1,03395665;1,08329237
-7,82749436;1,03395665;1,08329237
-7,82729436;1,03395665;1,08329237
-7,82709436;1,03395665;1,08329237
-7,82689436;1,03395665;1,08329237
-7,82669436;1,03395665;1,08329237
-7,82649436;1,03395665;1,08329237
-7,82629436;1,03395665;1,08329237
-7,82609436;1,03395665;1,06582189
-7,82589436;1,03395665;1,08329237
-7,82569436;1,03395665;1,08329237
-7,82549436;1,03395665;1,08329237
-7,82529436;1,03395665;1,08329237
-7,82509436;1,03395665;1,08329237
-7,82489436;1,05142713;1,08329237
-7,82469436;1,03395665;1,08329237
-7,82449436;1,03395665;1,08329237
-7,82429436;1,03395665;1,08329237
-7,82409436;1,03395665;1,06582189
-7,82389436;1,03395665;1,08329237
-7,82369436;1,03395665;1,06582189
-7,82349436;1,03395665;1,08329237
-7,82329436;1,03395665;1,08329237
-7,82309436;1,03395665;1,08329237
-7,82289436;1,03395665;1,06582189
-7,82269436;1,03395665;1,08329237
-7,82249436;1,05142713;1,06582189
-7,82229436;1,03395665;1,06582189
-7,82209436;1,03395665;1,06582189
-7,82189436;1,03395665;1,06582189
-7,82169436;1,03395665;1,06582189
-7,82149436;1,03395665;1,06582189
-7,82129436;1,03395665;1,08329237
-7,82109436;1,03395665;1,08329237
-7,82089436;1,03395665;1,06582189
-7,82069436;1,03395665;1,08329237
-7,82049436;1,03395665;1,06582189
-7,82029436;1,03395665;1,06582189
-7,82009436;1,05142713;1,06582189
-7,81989436;1,03395665;1,08329237
-7,81969436;1,03395665;1,08329237
-7,81949436;1,03395665;1,06582189
-7,81929436;1,03395665;1,06582189
-7,81909436;1,03395665;1,06582189
-7,81889436;1,03395665;1,06582189
-7,81869436;1,03395665;1,06582189
-7,81849436;1,03395665;1,06582189
-7,81829436;1,03395665;1,06582189
-7,81809436;1,03395665;1,06582189
-7,81789436;1,03395665;1,06582189
-7,81769436;1,03395665;1,06582189
-7,81749436;1,03395665;1,06582189
-7,81729436;1,03395665;1,06582189
-7,81709436;1,03395665;1,06582189
-7,81689436;1,03395665;1,06582189
-7,81669436;1,03395665;1,06582189
-7,81649436;1,03395665;1,06582189
-7,81629436;1,03395665;1,06582189
-7,81609436;1,03395665;1,06582189
-7,81589436;1,03395665;1,06582189
-7,81569436;1,03395665;1,06582189
-7,81549436;1,03395665;1,06582189
-7,81529436;1,03395665;1,06582189
-7,81509436;1,03395665;1,06582189
-7,81489436;1,03395665;1,06582189
-7,81469436;1,03395665;1,06582189
-7,81449436;1,03395665;1,06582189
-7,81429436;1,03395665;1,06582189
-7,81409436;1,03395665;1,06582189
-7,81389436;1,03395665;1,06582189
-7,81369436;1,03395665;1,06582189
-7,81349436;1,03395665;1,06582189
-7,81329436;1,03395665;1,06582189
-7,81309436;1,03395665;1,06582189
-7,81289436;1,03395665;1,04835141
-7,81269436;1,03395665;1,06582189
-7,81249436;1,03395665;1,06582189
-7,81229436;1,03395665;1,06582189
-7,81209436;1,03395665;1,06582189
-7,81189436;1,03395665;1,06582189
-7,81169436;1,03395665;1,06582189
-7,81149436;1,03395665;1,06582189
-7,81129436;1,03395665;1,06582189
-7,81109436;1,03395665;1,06582189
-7,81089436;1,03395665;1,06582189
-7,81069436;1,03395665;1,06582189
-7,81049436;1,03395665;1,06582189
-7,81029436;1,03395665;1,06582189
-7,81009436;1,03395665;1,06582189
-7,80989436;1,03395665;1,06582189
-7,80969436;1,03395665;1,06582189
-7,80949436;1,03395665;1,04835141
-7,80929436;1,03395665;1,04835141
-7,80909436;1,03395665;1,04835141
-7,80889436;1,03395665;1,06582189
-7,80869436;1,03395665;1,06582189
-7,80849436;1,03395665;1,04835141
-7,80829436;1,03395665;1,06582189
-7,80809436;1,03395665;1,04835141
-7,80789436;1,03395665;1,06582189
-7,80769436;1,03395665;1,04835141
-7,80749436;1,03395665;1,04835141
-7,80729436;1,03395665;1,04835141
-7,80709436;1,03395665;1,04835141
-7,80689436;1,05142713;1,04835141
-7,80669436;1,03395665;1,04835141
-7,80649436;1,03395665;1,04835141
-7,80629436;1,03395665;1,04835141
-7,80609436;1,03395665;1,04835141
-7,80589436;1,03395665;1,04835141
-7,80569436;1,03395665;1,04835141
-7,80549436;1,03395665;1,04835141
-7,80529436;1,03395665;1,04835141
-7,80509436;1,03395665;1,04835141
-7,80489436;1,03395665;1,04835141
-7,80469436;1,03395665;1,04835141
-7,80449436;1,03395665;1,04835141
-7,80429436;1,03395665;1,04835141
-7,80409436;1,03395665;1,04835141
-7,80389436;1,03395665;1,04835141
-7,80369436;1,03395665;1,06582189
-7,80349436;1,03395665;1,04835141
-7,80329436;1,03395665;1,04835141
-7,80309436;1,03395665;1,04835141
-7,80289436;1,03395665;1,04835141
-7,80269436;1,03395665;1,04835141
-7,80249436;1,03395665;1,04835141
-7,80229436;1,03395665;1,04835141
-7,80209436;1,03395665;1,04835141
-7,80189436;1,03395665;1,04835141
-7,80169436;1,03395665;1,04835141
-7,80149436;1,03395665;1,04835141
-7,80129436;1,03395665;1,04835141
-7,80109436;1,03395665;1,04835141
-7,80089436;1,03395665;1,04835141
-7,80069436;1,03395665;1,04835141
-7,80049436;1,03395665;1,04835141
-7,80029436;1,03395665;1,04835141
-7,80009436;1,03395665;1,03088093
-7,79989436;1,03395665;1,04835141
-7,79969436;1,03395665;1,03088093
-7,79949436;1,03395665;1,04835141
-7,79929436;1,03395665;1,04835141
-7,79909436;1,03395665;1,04835141
-7,79889436;1,03395665;1,04835141
-7,79869436;1,03395665;1,03088093
-7,79849436;1,03395665;1,03088093
-7,79829436;1,03395665;1,04835141
-7,79809436;1,03395665;1,04835141
-7,79789436;1,03395665;1,04835141
-7,79769436;1,03395665;1,03088093
-7,79749436;1,03395665;1,03088093
-7,79729436;1,03395665;1,03088093
-7,79709436;1,03395665;1,03088093
-7,79689436;1,03395665;1,03088093
-7,79669436;1,03395665;1,03088093
-7,79649436;1,03395665;1,03088093
-7,79629436;1,03395665;1,03088093
-7,79609436;1,03395665;1,03088093
-7,79589436;1,03395665;1,03088093
-7,79569436;1,03395665;1,03088093
-7,79549436;1,03395665;1,03088093
-7,79529436;1,03395665;1,03088093
-7,79509436;1,03395665;1,03088093
-7,79489436;1,03395665;1,03088093
-7,79469436;1,03395665;1,03088093
-7,79449436;1,03395665;1,03088093
-7,79429436;1,03395665;1,03088093
-7,79409436;1,03395665;1,03088093
-7,79389436;1,03395665;1,03088093
-7,79369436;1,03395665;1,03088093
-7,79349436;1,03395665;1,03088093
-7,79329436;1,03395665;1,03088093
-7,79309436;1,03395665;1,03088093
-7,79289436;1,03395665;1,03088093
-7,79269436;1,03395665;1,03088093
-7,79249436;1,03395665;1,04835141
-7,79229436;1,03395665;1,03088093
-7,79209436;1,03395665;1,03088093
-7,79189436;1,03395665;1,01341045
-7,79169436;1,03395665;1,03088093
-7,79149436;1,03395665;1,03088093
-7,79129436;1,03395665;1,03088093
-7,79109436;1,03395665;1,03088093
-7,79089436;1,03395665;1,03088093
-7,79069436;1,03395665;1,03088093
-7,79049436;1,03395665;1,03088093
-7,79029436;1,03395665;1,03088093
-7,79009436;1,03395665;1,03088093
-7,78989436;1,03395665;0,99593997
-7,78969436;1,03395665;1,03088093
-7,78949436;1,03395665;1,03088093
-7,78929436;1,03395665;1,03088093
-7,78909436;1,03395665;1,03088093
-7,78889436;1,03395665;1,01341045
-7,78869436;1,03395665;1,01341045
-7,78849436;1,03395665;1,03088093
-7,78829436;1,03395665;1,03088093
-7,78809436;1,03395665;1,01341045
-7,78789436;1,03395665;1,03088093
-7,78769436;1,03395665;1,03088093
-7,78749436;1,03395665;1,01341045
-7,78729436;1,03395665;1,01341045
-7,78709436;1,03395665;1,01341045
-7,78689436;1,03395665;1,01341045
-7,78669436;1,03395665;1,01341045
-7,78649436;1,03395665;1,01341045
-7,78629436;1,03395665;1,03088093
-7,78609436;1,03395665;1,01341045
-7,78589436;1,03395665;1,01341045
-7,78569436;1,03395665;1,01341045
-7,78549436;1,03395665;1,01341045
-7,78529436;1,03395665;1,01341045
-7,78509436;1,03395665;1,01341045
-7,78489436;1,03395665;1,01341045
-7,78469436;1,03395665;1,01341045
-7,78449436;1,03395665;1,01341045
-7,78429436;1,03395665;1,01341045
-7,78409436;1,03395665;1,01341045
-7,78389436;1,03395665;1,01341045
-7,78369436;1,03395665;1,01341045
-7,78349436;1,03395665;1,01341045
-7,78329436;1,03395665;1,01341045
-7,78309436;1,03395665;1,01341045
-7,78289436;1,03395665;1,01341045
-7,78269436;1,03395665;1,01341045
-7,78249436;1,03395665;1,01341045
-7,78229436;1,03395665;1,01341045
-7,78209436;1,03395665;1,01341045
-7,78189436;1,03395665;1,01341045
-7,78169436;1,03395665;1,01341045
-7,78149436;1,03395665;1,01341045
-7,78129436;1,03395665;1,01341045
-7,78109436;1,03395665;1,01341045
-7,78089436;1,03395665;1,01341045
-7,78069436;1,03395665;1,01341045
-7,78049436;1,03395665;1,01341045
-7,78029436;1,03395665;1,01341045
-7,78009436;1,03395665;1,01341045
-7,77989436;1,03395665;1,01341045
-7,77969436;1,03395665;1,01341045
-7,77949436;1,03395665;1,01341045
-7,77929436;1,03395665;1,01341045
-7,77909436;1,03395665;1,01341045
-7,77889436;1,03395665;1,01341045
-7,77869436;1,03395665;1,01341045
-7,77849436;1,03395665;0,99593997
-7,77829436;1,03395665;1,01341045
-7,77809436;1,03395665;1,01341045
-7,77789436;1,03395665;1,01341045
-7,77769436;1,03395665;1,01341045
-7,77749436;1,03395665;1,01341045
-7,77729436;1,03395665;0,99593997
-7,77709436;1,03395665;1,01341045
-7,77689436;1,03395665;0,99593997
-7,77669436;1,03395665;0,99593997
-7,77649436;1,03395665;1,01341045
-7,77629436;1,03395665;0,99593997
-7,77609436;1,03395665;0,99593997
-7,77589436;1,03395665;1,01341045
-7,77569436;1,03395665;0,99593997
-7,77549436;1,03395665;0,99593997
-7,77529436;1,03395665;0,99593997
-7,77509436;1,03395665;1,01341045
-7,77489436;1,03395665;0,99593997
-7,77469436;1,03395665;0,99593997
-7,77449436;1,03395665;0,99593997
-7,77429436;1,03395665;1,01341045
-7,77409436;1,03395665;0,99593997
-7,77389436;1,03395665;0,99593997
-7,77369436;1,03395665;0,99593997
-7,77349436;1,03395665;0,99593997
-7,77329436;1,03395665;0,99593997
-7,77309436;1,03395665;0,99593997
-7,77289436;1,03395665;0,99593997
-7,77269436;1,03395665;0,99593997
-7,77249436;1,03395665;0,99593997
-7,77229436;1,03395665;0,99593997
-7,77209436;1,03395665;0,99593997
-7,77189436;1,03395665;0,99593997
-7,77169436;1,03395665;0,99593997
-7,77149436;1,03395665;0,99593997
-7,77129436;1,03395665;0,99593997
-7,77109436;1,03395665;0,99593997
-7,77089436;1,03395665;0,99593997
-7,77069436;1,03395665;0,99593997
-7,77049436;1,03395665;0,99593997
-7,77029436;1,03395665;0,99593997
-7,77009436;1,03395665;0,99593997
-7,76989436;1,03395665;0,99593997
-7,76969436;1,03395665;0,99593997
-7,76949436;1,03395665;0,99593997
-7,76929436;1,03395665;0,99593997
-7,76909436;1,03395665;0,99593997
-7,76889436;1,03395665;0,99593997
-7,76869436;1,03395665;0,99593997
-7,76849436;1,03395665;0,99593997
-7,76829436;1,03395665;0,99593997
-7,76809436;1,03395665;0,99593997
-7,76789436;1,03395665;0,99593997
-7,76769436;1,03395665;0,99593997
-7,76749436;1,03395665;0,99593997
-7,76729436;1,03395665;0,99593997
-7,76709436;1,03395665;0,99593997
-7,76689436;1,03395665;0,99593997
-7,76669436;1,03395665;0,99593997
-7,76649436;1,03395665;0,99593997
-7,76629436;1,03395665;0,99593997
-7,76609436;1,03395665;0,99593997
-7,76589436;1,03395665;0,99593997
-7,76569436;1,03395665;0,99593997
-7,76549436;1,03395665;0,99593997
-7,76529436;1,03395665;0,99593997
-7,76509436;1,03395665;0,99593997
-7,76489436;1,03395665;0,99593997
-7,76469436;1,03395665;0,99593997
-7,76449436;1,03395665;0,99593997
-7,76429436;1,03395665;0,99593997
-7,76409436;1,03395665;0,99593997
-7,76389436;1,03395665;0,99593997
-7,76369436;1,03395665;0,99593997
-7,76349436;1,03395665;0,99593997
-7,76329436;1,03395665;0,99593997
-7,76309436;1,03395665;0,99593997
-7,76289436;1,03395665;0,97846949
-7,76269436;1,03395665;0,99593997
-7,76249436;1,03395665;0,99593997
-7,76229436;1,03395665;0,97846949
-7,76209436;1,03395665;0,99593997
-7,76189436;1,03395665;0,99593997
-7,76169436;1,03395665;0,99593997
-7,76149436;1,03395665;0,99593997
-7,76129436;1,03395665;0,99593997
-7,76109436;1,03395665;0,99593997
-7,76089436;1,03395665;0,99593997
-7,76069436;1,03395665;0,99593997
-7,76049436;1,03395665;0,97846949
-7,76029436;1,03395665;0,99593997
-7,76009436;1,03395665;0,97846949
-7,75989436;1,03395665;0,97846949
-7,75969436;1,05142713;0,94352853
-7,75949436;1,03395665;0,97846949
-7,75929436;1,03395665;0,99593997
-7,75909436;1,03395665;0,99593997
-7,75889436;1,03395665;0,99593997
-7,75869436;1,03395665;0,99593997
-7,75849436;1,03395665;0,99593997
-7,75829436;1,03395665;0,97846949
-7,75809436;1,03395665;0,99593997
-7,75789436;1,03395665;0,99593997
-7,75769436;1,03395665;0,97846949
-7,75749436;1,03395665;0,97846949
-7,75729436;1,03395665;0,97846949
-7,75709436;1,03395665;0,99593997
-7,75689436;1,03395665;0,99593997
-7,75669436;1,03395665;0,97846949
-7,75649436;1,03395665;0,97846949
-7,75629436;1,03395665;0,97846949
-7,75609436;1,03395665;0,97846949
-7,75589436;1,03395665;0,97846949
-7,75569436;1,03395665;0,99593997
-7,75549436;1,03395665;0,97846949
-7,75529436;1,03395665;0,99593997
-7,75509436;1,03395665;0,99593997
-7,75489436;1,03395665;0,99593997
-7,75469436;1,03395665;0,97846949
-7,75449436;1,03395665;0,97846949
-7,75429436;1,03395665;0,99593997
-7,75409436;1,03395665;0,97846949
-7,75389436;1,03395665;0,99593997
-7,75369436;1,03395665;0,97846949
-7,75349436;1,03395665;0,99593997
-7,75329436;1,03395665;0,97846949
-7,75309436;1,03395665;0,97846949
-7,75289436;1,03395665;0,99593997
-7,75269436;1,03395665;0,99593997
-7,75249436;1,03395665;0,97846949
-7,75229436;1,03395665;0,97846949
-7,75209436;1,03395665;0,97846949
-7,75189436;1,03395665;0,97846949
-7,75169436;1,03395665;0,97846949
-7,75149436;1,03395665;0,97846949
-7,75129436;1,03395665;0,97846949
-7,75109436;1,03395665;0,97846949
-7,75089436;1,03395665;0,97846949
-7,75069436;1,03395665;0,99593997
-7,75049436;1,03395665;0,97846949
-7,75029436;1,03395665;0,97846949
-7,75009436;1,03395665;0,97846949
-7,74989436;1,03395665;0,97846949
-7,74969436;1,03395665;0,97846949
-7,74949436;1,03395665;0,97846949
-7,74929436;1,03395665;0,97846949
-7,74909436;1,03395665;0,97846949
-7,74889436;1,03395665;0,97846949
-7,74869436;1,03395665;0,97846949
-7,74849436;1,03395665;0,97846949
-7,74829436;1,03395665;0,97846949
-7,74809436;1,03395665;0,97846949
-7,74789436;1,03395665;0,97846949
-7,74769436;1,03395665;0,97846949
-7,74749436;1,03395665;0,97846949
-7,74729436;1,03395665;0,97846949
-7,74709436;1,03395665;0,97846949
-7,74689436;1,03395665;0,97846949
-7,74669436;1,03395665;0,97846949
-7,74649436;1,03395665;0,99593997
-7,74629436;1,03395665;0,97846949
-7,74609436;1,03395665;0,97846949
-7,74589436;1,03395665;0,99593997
-7,74569436;1,03395665;0,97846949
-7,74549436;1,03395665;0,97846949
-7,74529436;1,03395665;0,97846949
-7,74509436;1,03395665;0,97846949
-7,74489436;1,03395665;0,97846949
-7,74469436;1,03395665;0,97846949
-7,74449436;1,03395665;0,97846949
-7,74429436;1,03395665;0,97846949
-7,74409436;1,03395665;0,97846949
-7,74389436;1,03395665;0,99593997
-7,74369436;1,03395665;0,99593997
-7,74349436;1,03395665;0,97846949
-7,74329436;1,03395665;0,99593997
-7,74309436;1,03395665;0,97846949
-7,74289436;1,03395665;0,97846949
-7,74269436;1,03395665;0,97846949
-7,74249436;1,03395665;0,97846949
-7,74229436;1,03395665;0,99593997
-7,74209436;1,03395665;0,97846949
-7,74189436;1,03395665;0,97846949
-7,74169436;1,03395665;0,97846949
-7,74149436;1,03395665;0,97846949
-7,74129436;1,03395665;0,97846949
-7,74109436;1,03395665;0,97846949
-7,74089436;1,03395665;0,97846949
-7,74069436;1,03395665;0,97846949
-7,74049436;1,03395665;0,97846949
-7,74029436;1,03395665;0,97846949
-7,74009436;1,03395665;0,99593997
-7,73989436;1,03395665;0,99593997
-7,73969436;1,03395665;0,99593997
-7,73949436;1,03395665;0,99593997
-7,73929436;1,03395665;0,99593997
-7,73909436;1,03395665;0,97846949
-7,73889436;1,03395665;0,99593997
-7,73869436;1,03395665;0,97846949
-7,73849436;1,03395665;0,97846949
-7,73829436;1,03395665;0,99593997
-7,73809436;1,03395665;0,99593997
-7,73789436;1,03395665;0,97846949
-7,73769436;1,03395665;0,99593997
-7,73749436;1,03395665;0,99593997
-7,73729436;1,03395665;0,97846949
-7,73709436;1,03395665;0,99593997
-7,73689436;1,03395665;0,99593997
-7,73669436;1,03395665;0,97846949
-7,73649436;1,03395665;0,99593997
-7,73629436;1,03395665;0,99593997
-7,73609436;1,03395665;0,99593997
-7,73589436;1,03395665;0,99593997
-7,73569436;1,03395665;0,99593997
-7,73549436;1,03395665;0,99593997
-7,73529436;1,03395665;0,97846949
-7,73509436;1,03395665;0,99593997
-7,73489436;1,03395665;0,99593997
-7,73469436;1,03395665;0,99593997
-7,73449436;1,03395665;0,99593997
-7,73429436;1,03395665;0,99593997
-7,73409436;1,03395665;0,99593997
-7,73389436;1,03395665;0,99593997
-7,73369436;1,03395665;0,99593997
-7,73349436;1,03395665;0,99593997
-7,73329436;1,03395665;0,99593997
-7,73309436;1,03395665;0,99593997
-7,73289436;1,03395665;0,99593997
-7,73269436;1,03395665;0,99593997
-7,73249436;1,03395665;0,99593997
-7,73229436;1,03395665;0,99593997
-7,73209436;1,03395665;0,99593997
-7,73189436;1,03395665;0,99593997
-7,73169436;1,03395665;0,99593997
-7,73149436;1,03395665;0,99593997
-7,73129436;1,03395665;0,99593997
-7,73109436;1,03395665;0,99593997
-7,73089436;1,03395665;0,99593997
-7,73069436;1,03395665;0,99593997
-7,73049436;1,03395665;0,99593997
-7,73029436;1,03395665;0,99593997
-7,73009436;1,03395665;0,97846949
-7,72989436;1,03395665;0,99593997
-7,72969436;1,03395665;0,99593997
-7,72949436;1,03395665;0,99593997
-7,72929436;1,05142713;0,94352853
-7,72909436;1,03395665;0,99593997
-7,72889436;1,03395665;0,99593997
-7,72869436;1,03395665;0,99593997
-7,72849436;1,03395665;0,99593997
-7,72829436;1,03395665;0,99593997
-7,72809436;1,03395665;0,99593997
-7,72789436;1,03395665;0,99593997
-7,72769436;1,03395665;0,99593997
-7,72749436;1,03395665;0,99593997
-7,72729436;1,03395665;0,99593997
-7,72709436;1,03395665;0,99593997
-7,72689436;1,03395665;0,99593997
-7,72669436;1,03395665;0,99593997
-7,72649436;1,03395665;0,99593997
-7,72629436;1,03395665;0,99593997
-7,72609436;1,03395665;0,99593997
-7,72589436;1,03395665;0,99593997
-7,72569436;1,03395665;0,99593997
-7,72549436;1,03395665;0,99593997
-7,72529436;1,03395665;0,99593997
-7,72509436;1,03395665;0,99593997
-7,72489436;1,03395665;0,99593997
-7,72469436;1,03395665;0,99593997
-7,72449436;1,03395665;0,99593997
-7,72429436;1,03395665;0,99593997
-7,72409436;1,03395665;0,99593997
-7,72389436;1,03395665;0,99593997
-7,72369436;1,03395665;0,99593997
-7,72349436;1,03395665;0,99593997
-7,72329436;1,03395665;0,99593997
-7,72309436;1,03395665;0,99593997
-7,72289436;1,03395665;0,99593997
-7,72269436;1,03395665;0,99593997
-7,72249436;1,03395665;0,99593997
-7,72229436;1,03395665;0,97846949
-7,72209436;1,03395665;0,99593997
-7,72189436;1,03395665;0,99593997
-7,72169436;1,03395665;0,99593997
-7,72149436;1,03395665;0,99593997
-7,72129436;1,03395665;0,99593997
-7,72109436;1,03395665;0,99593997
-7,72089436;1,03395665;1,01341045
-7,72069436;1,03395665;0,99593997
-7,72049436;1,03395665;0,99593997
-7,72029436;1,03395665;0,99593997
-7,72009436;1,03395665;0,99593997
-7,71989436;1,03395665;1,01341045
-7,71969436;1,03395665;0,99593997
-7,71949436;1,03395665;0,99593997
-7,71929436;1,03395665;1,01341045
-7,71909436;1,03395665;1,01341045
-7,71889436;1,03395665;1,01341045
-7,71869436;1,03395665;0,99593997
-7,71849436;1,03395665;1,01341045
-7,71829436;1,03395665;1,01341045
-7,71809436;1,03395665;1,01341045
-7,71789436;1,03395665;1,01341045
-7,71769436;1,03395665;1,01341045
-7,71749436;1,03395665;1,01341045
-7,71729436;1,03395665;1,01341045
-7,71709436;1,03395665;1,01341045
-7,71689436;1,03395665;1,01341045
-7,71669436;1,03395665;1,01341045
-7,71649436;1,03395665;1,01341045
-7,71629436;1,03395665;1,01341045
-7,71609436;1,03395665;1,01341045
-7,71589436;1,03395665;1,01341045
-7,71569436;1,03395665;1,01341045
-7,71549436;1,03395665;1,01341045
-7,71529436;1,03395665;1,01341045
-7,71509436;1,03395665;1,01341045
-7,71489436;1,03395665;1,01341045
-7,71469436;1,03395665;1,01341045
-7,71449436;1,03395665;1,01341045
-7,71429436;1,03395665;1,01341045
-7,71409436;1,03395665;1,01341045
-7,71389436;1,03395665;1,01341045
-7,71369436;1,03395665;1,01341045
-7,71349436;1,03395665;1,01341045
-7,71329436;1,03395665;1,01341045
-7,71309436;1,03395665;1,01341045
-7,71289436;1,03395665;1,01341045
-7,71269436;1,03395665;1,01341045
-7,71249436;1,03395665;1,01341045
-7,71229436;1,03395665;1,01341045
-7,71209436;1,03395665;1,01341045
-7,71189436;1,03395665;1,01341045
-7,71169436;1,03395665;1,01341045
-7,71149437;1,03395665;1,01341045
-7,71129437;1,03395665;1,01341045
-7,71109437;1,03395665;1,01341045
-7,71089437;1,03395665;1,01341045
-7,71069437;1,03395665;1,01341045
-7,71049437;1,03395665;1,01341045
-7,71029437;1,03395665;1,01341045
-7,71009437;1,03395665;1,01341045
-7,70989437;1,03395665;1,01341045
-7,70969437;1,03395665;1,01341045
-7,70949437;1,03395665;1,01341045
-7,70929437;1,03395665;1,01341045
-7,70909437;1,03395665;1,01341045
-7,70889437;1,03395665;1,01341045
-7,70869437;1,03395665;1,01341045
-7,70849437;1,03395665;1,01341045
-7,70829437;1,03395665;1,01341045
-7,70809437;1,03395665;1,01341045
-7,70789437;1,03395665;1,03088093
