time; signal
5.072199700000000130e-03;-6.562524556000000064e-01
5.072399699999999810e-03;-6.604453681999999937e-01
5.072599699999999490e-03;-6.642888711999999085e-01
5.072799700000000037e-03;-6.684817838000001178e-01
5.072999699999999716e-03;-6.723252880000001319e-01
5.073199700000000263e-03;-6.765182006000001191e-01
5.073399699999999943e-03;-6.803617048000001333e-01
5.073599699999999622e-03;-6.842052090000001474e-01
5.073799699999999302e-03;-6.880487132000001615e-01
5.073999699999999849e-03;-6.915428078000001033e-01
5.074199699999999529e-03;-6.953863120000000064e-01
5.074399700000000075e-03;-6.992298162000000206e-01
5.074599699999999755e-03;-7.030733204000000347e-01
5.074799700000000302e-03;-7.065674149999999765e-01
5.074999699999999114e-03;-7.104109191999999906e-01
5.075199699999999661e-03;-7.142544234000000047e-01
5.075399699999999341e-03;-7.180979276000000189e-01
5.075599699999999888e-03;-7.219414318000000330e-01
5.075799700000000435e-03;-7.254355264000000858e-01
5.075999700000000114e-03;-7.289296210000000276e-01
5.076199699999999794e-03;-7.324237155999999693e-01
5.076399699999999474e-03;-7.355684006000000608e-01
5.076599700000000021e-03;-7.390624952000000025e-01
5.076799699999999700e-03;-7.425565898000001663e-01
5.076999700000000247e-03;-7.460506844000001081e-01
5.077199699999999927e-03;-7.491953694000001995e-01
5.077399699999999606e-03;-7.523400544000001799e-01
5.077599699999999286e-03;-7.554847394000001604e-01
5.077799699999999833e-03;-7.586294244000000297e-01
5.077999699999999512e-03;-7.617741094000000102e-01
5.078199700000000059e-03;-7.649187943999999906e-01
5.078399699999999739e-03;-7.680634794000000820e-01
5.078599700000000286e-03;-7.712081643999999514e-01
5.078799699999999098e-03;-7.740034399999999870e-01
5.078999699999999645e-03;-7.771481251999999840e-01
5.079199699999999325e-03;-7.799434007999999086e-01
5.079399699999999872e-03;-7.830880859999999055e-01
5.079599700000000419e-03;-7.862327711999999025e-01
5.079799700000000098e-03;-7.893774563999998994e-01
5.079999699999999778e-03;-7.921727331999999233e-01
5.080199699999999458e-03;-7.949680099999998362e-01
5.080399700000000004e-03;-7.977632867999999711e-01
5.080599699999999684e-03;-8.005585635999998839e-01
5.080799700000000231e-03;-8.030044307999999464e-01
5.080999699999999911e-03;-8.054502979999998979e-01
5.081199700000000458e-03;-8.075467555999998881e-01
5.081399699999999270e-03;-8.099926227999999506e-01
5.081599699999999817e-03;-8.124384899999999021e-01
5.081799699999999496e-03;-8.148843557999999598e-01
5.081999700000000043e-03;-8.173302216000000175e-01
5.082199699999999723e-03;-8.197760874000001863e-01
5.082399700000000270e-03;-8.222219532000001330e-01
5.082599699999999082e-03;-8.246678190000000797e-01
5.082799699999999629e-03;-8.267642752000001760e-01
5.082999699999999309e-03;-8.288607314000000503e-01
5.083199699999999856e-03;-8.309571876000001467e-01
5.083399699999999535e-03;-8.334030533999999824e-01
5.083599700000000082e-03;-8.354995096000000787e-01
5.083799700000000629e-03;-8.379453754000000254e-01
5.083999699999999441e-03;-8.400418316000001218e-01
5.084199699999999988e-03;-8.421382878000001071e-01
5.084399699999999668e-03;-8.442347439999999814e-01
5.084599700000000215e-03;-8.463312002000000778e-01
5.084799699999999895e-03;-8.484276563999999521e-01
5.084999700000000442e-03;-8.501747029999999761e-01
5.085199699999999254e-03;-8.519217496000000001e-01
5.085399699999999801e-03;-8.536687962000000240e-01
5.085599699999999480e-03;-8.554158428000000480e-01
5.085799700000000027e-03;-8.571628893999999610e-01
5.085999699999999707e-03;-8.589099359999999850e-01
5.086199700000000254e-03;-8.606569826000000090e-01
5.086399699999999066e-03;-8.624040292000000330e-01
5.086599699999999613e-03;-8.638016662000000956e-01
5.086799699999999293e-03;-8.651993032000000472e-01
5.086999699999999840e-03;-8.665969401999999988e-01
5.087199699999999519e-03;-8.679945772000000614e-01
5.087399700000000066e-03;-8.697428540000000652e-01
5.087599700000000613e-03;-8.711404910000000168e-01
5.087799699999999425e-03;-8.721887184000000071e-01
5.087999699999999972e-03;-8.732369457999999973e-01
5.088199699999999652e-03;-8.742851731999999876e-01
5.088399700000000199e-03;-8.753334005999999778e-01
5.088599699999999879e-03;-8.763816279999999681e-01
5.088799700000000426e-03;-8.774298553999999584e-01
5.088999699999999238e-03;-8.781286731999999873e-01
5.089199699999999785e-03;-8.791769005999999775e-01
5.089399699999999464e-03;-8.798757184000000064e-01
5.089599700000000011e-03;-8.805745361999999243e-01
5.089799699999999691e-03;-8.812733539999999532e-01
5.089999700000000238e-03;-8.819721717999999822e-01
5.090199699999999917e-03;-8.826709896000000111e-01
5.090399699999999597e-03;-8.833698074000000400e-01
5.090599699999999277e-03;-8.840686251999999579e-01
5.090799699999999824e-03;-8.847674429999998758e-01
5.090999699999999503e-03;-8.854662607999999047e-01
5.091199700000000050e-03;-8.865144882000000059e-01
5.091399699999999730e-03;-8.872133060000000349e-01
5.091599699999999409e-03;-8.879121238000000638e-01
5.091799699999999956e-03;-8.882615334000000251e-01
5.091999699999999636e-03;-8.886109429999999865e-01
5.092199700000000183e-03;-8.889603526000000588e-01
5.092399699999999862e-03;-8.893097622000000202e-01
5.092599700000000409e-03;-8.896591717999999815e-01
5.092799700000000089e-03;-8.900085813999999429e-01
5.092999699999999769e-03;-8.903579909999999042e-01
5.093199699999999448e-03;-8.907074005999999766e-01
5.093399699999999995e-03;-8.907074005999999766e-01
5.093599699999999675e-03;-8.910568101999999380e-01
5.093799700000000222e-03;-8.910568101999999380e-01
5.093999699999999901e-03;-8.914062197999998993e-01
5.094199699999999581e-03;-8.914062197999998993e-01
5.094399699999999261e-03;-8.914062197999998993e-01
5.094599699999999808e-03;-8.910568101999999380e-01
5.094799699999999487e-03;-8.910568101999999380e-01
5.094999700000000034e-03;-8.907074005999999766e-01
5.095199699999999714e-03;-8.903579910000000153e-01
5.095399699999999393e-03;-8.900085814000000539e-01
5.095599699999999073e-03;-8.896591718000000926e-01
5.095799699999999620e-03;-8.889603540000000637e-01
5.095999700000000167e-03;-8.886109443999999913e-01
5.096199699999999846e-03;-8.882615348000000299e-01
5.096399700000000393e-03;-8.879121252000000686e-01
5.096599700000000073e-03;-8.875627156000001072e-01
5.096799699999999753e-03;-8.872133060000000349e-01
5.096999699999999432e-03;-8.868638963999999625e-01
5.097199699999999979e-03;-8.865144868000000011e-01
5.097399699999999659e-03;-8.858144373999999877e-01
5.097599700000000206e-03;-8.851156195999999587e-01
5.097799699999999885e-03;-8.844168017999998188e-01
5.097999699999999565e-03;-8.837179839999999009e-01
5.098199699999999245e-03;-8.830191661999998720e-01
5.098399699999999791e-03;-8.823203483999998431e-01
5.098599699999999471e-03;-8.816215305999998142e-01
5.098799700000000018e-03;-8.809227127999998963e-01
5.098999699999999698e-03;-8.802238949999998674e-01
5.099199700000000245e-03;-8.795250771999999495e-01
5.099399699999999057e-03;-8.788262593999999206e-01
5.099599699999999604e-03;-8.777780319999999303e-01
5.099799700000000151e-03;-8.770792141999999014e-01
5.099999699999999830e-03;-8.760309867999999112e-01
5.100199700000000377e-03;-8.749827593999999209e-01
5.100399700000000057e-03;-8.735851224000000803e-01
5.100599699999999737e-03;-8.725368949999999790e-01
5.100799699999999416e-03;-8.714886675999999888e-01
5.100999699999999963e-03;-8.704404401999999985e-01
5.101199699999999643e-03;-8.690428032000000469e-01
5.101399700000000190e-03;-8.676451662000000953e-01
5.101599699999999869e-03;-8.662475292000000326e-01
5.101799700000000416e-03;-8.648498922000000810e-01
5.101999699999999228e-03;-8.634522552000001294e-01
5.102199699999999775e-03;-8.620546182000000668e-01
5.102399699999999455e-03;-8.606569812000000042e-01
5.102599700000000002e-03;-8.592593442000000525e-01
5.102799699999999682e-03;-8.575122976000000286e-01
5.102999700000000229e-03;-8.557652509999998935e-01
5.103199699999999041e-03;-8.540182043999998696e-01
5.103399699999999588e-03;-8.522711577999999566e-01
5.103599699999999267e-03;-8.505241111999999326e-01
5.103799699999999814e-03;-8.487770645999999086e-01
5.103999700000000361e-03;-8.466806084000000343e-01
5.104199700000000041e-03;-8.445841522000000490e-01
5.104399700000000588e-03;-8.424876960000000636e-01
5.104599699999999400e-03;-8.407406494000000396e-01
5.104799699999999947e-03;-8.386441932000000543e-01
5.104999699999999627e-03;-8.368971466000001413e-01
5.105199700000000174e-03;-8.348006904000001560e-01
5.105399699999999853e-03;-8.327042342000001707e-01
5.105599700000000400e-03;-8.306077780000000743e-01
5.105799699999999212e-03;-8.288607300000001565e-01
5.105999699999999759e-03;-8.267642738000000602e-01
5.106199699999999439e-03;-8.246678176000000748e-01
5.106399699999999986e-03;-8.225713614000000895e-01
5.106599699999999666e-03;-8.201254956000000318e-01
5.106799700000000213e-03;-8.176796297999999741e-01
5.106999699999999025e-03;-8.152337640000000274e-01
5.107199699999999572e-03;-8.127878982000000807e-01
5.107399699999999251e-03;-8.103420324000000230e-01
5.107599699999999798e-03;-8.082455747999999218e-01
5.107799700000000345e-03;-8.057997075999999703e-01
5.107999700000000025e-03;-8.033538404000000188e-01
5.108199700000000572e-03;-8.009079732000000673e-01
5.108399699999999384e-03;-7.984621060000001158e-01
5.108599699999999931e-03;-7.960162388000000533e-01
5.108799699999999611e-03;-7.932209620000001404e-01
5.108999700000000158e-03;-7.904256852000002276e-01
5.109199699999999837e-03;-7.876304084000002037e-01
5.109399700000000384e-03;-7.848351316000001798e-01
5.109599699999999196e-03;-7.820398560000000332e-01
5.109799699999999743e-03;-7.788951708000000362e-01
5.109999699999999423e-03;-7.760998952000000006e-01
5.110199699999999970e-03;-7.733046195999999650e-01
5.110399699999999650e-03;-7.708587536000000018e-01
5.110599700000000196e-03;-7.680634779999999662e-01
5.110799699999999876e-03;-7.649187929999999858e-01
5.110999699999999556e-03;-7.617741080000000053e-01
5.111199699999999235e-03;-7.589788326000000973e-01
5.111399699999999782e-03;-7.558341476000000059e-01
5.111599699999999462e-03;-7.526894625999999144e-01
5.111799700000000009e-03;-7.495447775999999340e-01
5.111999700000000556e-03;-7.464000925999999536e-01
5.112199699999999368e-03;-7.432554075999999732e-01
5.112399699999999915e-03;-7.397613129999999204e-01
5.112599699999999595e-03;-7.362672183999998676e-01
5.112799700000000142e-03;-7.331225333999999982e-01
5.112999699999999821e-03;-7.299778483999999068e-01
5.113199700000000368e-03;-7.264837538000000761e-01
5.113399700000000048e-03;-7.229896592000001343e-01
5.113599699999999727e-03;-7.191461550000000091e-01
5.113799699999999407e-03;-7.156520604000000674e-01
5.113999699999999954e-03;-7.121579658000000146e-01
5.114199699999999633e-03;-7.086638711999998508e-01
5.114399700000000180e-03;-7.051697765999997980e-01
5.114599699999999860e-03;-7.016756819999998562e-01
5.114799699999999540e-03;-6.978321777999999531e-01
5.114999699999999219e-03;-6.939886736000000500e-01
5.115199699999999766e-03;-6.904945790000001082e-01
5.115399699999999446e-03;-6.873498940000000168e-01
5.115599699999999993e-03;-6.838557993999999640e-01
5.115799700000000540e-03;-6.800122951999999499e-01
5.115999699999999352e-03;-6.761687910000000468e-01
5.116199699999999899e-03;-6.723252868000000326e-01
5.116399699999999579e-03;-6.681323741999999344e-01
5.116599700000000125e-03;-6.642888711999999085e-01
5.116799699999999805e-03;-6.604453681999998826e-01
5.116999700000000352e-03;-6.566018651999998568e-01
5.117199700000000032e-03;-6.524089525999999806e-01
5.117399699999999711e-03;-6.482160399999999933e-01
5.117599699999999391e-03;-6.440231274000000061e-01
5.117799699999999938e-03;-6.401796243999999803e-01
5.117999699999999617e-03;-6.359867117999999930e-01
5.118199700000000164e-03;-6.317937992000000058e-01
5.118399699999999844e-03;-6.276008866000000186e-01
5.118599699999999524e-03;-6.234079740000000314e-01
5.118799699999999203e-03;-6.192150614000000441e-01
5.118999699999999750e-03;-6.150221487999999459e-01
5.119199699999999430e-03;-6.108292361999998477e-01
5.119399699999999977e-03;-6.062869141999999156e-01
5.119599699999999656e-03;-6.020940005999999567e-01
5.119799700000000203e-03;-5.979010870000001088e-01
5.119999699999999883e-03;-5.933587638000000775e-01
5.120199699999999562e-03;-5.888164406000001572e-01
5.120399700000000109e-03;-5.842741174000001259e-01
5.120599699999999789e-03;-5.797317942000000945e-01
5.120799700000000336e-03;-5.751894708000000467e-01
5.120999700000000016e-03;-5.706471473999998878e-01
5.121199699999999695e-03;-5.661048239999999510e-01
5.121399699999999375e-03;-5.615612703999999233e-01
5.121599699999999922e-03;-5.570177168000000067e-01
5.121799699999999601e-03;-5.524741632000000902e-01
5.121999700000000148e-03;-5.479306096000000625e-01
5.122199699999999828e-03;-5.430376470000000122e-01
5.122399700000000375e-03;-5.384940940000000342e-01
5.122599699999999187e-03;-5.339505410000000563e-01
5.122799699999999734e-03;-5.290575784000001169e-01
5.122999699999999414e-03;-5.241646158000001776e-01
5.123199699999999961e-03;-5.196210628000000886e-01
5.123399699999999640e-03;-5.150775098000001107e-01
5.123599700000000187e-03;-5.105339568000000217e-01
5.123799699999998999e-03;-5.056409941999999713e-01
5.123999699999999546e-03;-5.010974411999999933e-01
5.124199700000000093e-03;-4.962044785999999985e-01
5.124399699999999773e-03;-4.913115160000000592e-01
5.124599700000000320e-03;-4.864185534000000644e-01
5.124799700000000000e-03;-4.818750004000000864e-01
5.124999700000000546e-03;-4.773314474000001084e-01
5.125199699999999359e-03;-4.724384853999999967e-01
5.125399699999999906e-03;-4.671961137999999791e-01
5.125599699999999585e-03;-4.619537421999999616e-01
5.125799700000000132e-03;-4.570607801999999609e-01
5.125999699999999812e-03;-4.521678181999999602e-01
5.126199700000000359e-03;-4.469254465999999981e-01
5.126399699999999171e-03;-4.420324834000000647e-01
5.126599699999999718e-03;-4.371395202000000202e-01
5.126799699999999398e-03;-4.322465570000000312e-01
5.126999699999999945e-03;-4.270041842000000254e-01
5.127199699999999624e-03;-4.221112209999999809e-01
5.127399700000000171e-03;-4.168688481999999751e-01
5.127599699999998983e-03;-4.116264753999999693e-01
5.127799699999999530e-03;-4.063841026000000189e-01
5.127999700000000077e-03;-4.011417306000000238e-01
5.128199699999999757e-03;-3.958993586000000287e-01
5.128399700000000304e-03;-3.906569865999999780e-01
5.128599699999999983e-03;-3.854146145999999273e-01
5.128799700000000530e-03;-3.801722425999999877e-01
5.128999699999999343e-03;-3.749298706000000481e-01
5.129199699999999890e-03;-3.696874986000000529e-01
5.129399699999999569e-03;-3.647945360000000026e-01
5.129599700000000116e-03;-3.595521638000000464e-01
5.129799699999999796e-03;-3.543097915999999792e-01
5.129999700000000343e-03;-3.494168290000000399e-01
5.130199699999999155e-03;-3.441744569999999892e-01
5.130399699999999702e-03;-3.389320850000000496e-01
5.130599699999999382e-03;-3.336897130000000544e-01
5.130799699999999929e-03;-3.284473410000000038e-01
5.130999699999999608e-03;-3.232049689999999531e-01
5.131199700000000155e-03;-3.176131877999999742e-01
5.131399699999999835e-03;-3.123720463999999919e-01
5.131599699999999514e-03;-3.071309050000000096e-01
5.131799699999999194e-03;-3.015403540000000104e-01
5.131999699999999741e-03;-2.959498030000000113e-01
5.132199700000000288e-03;-2.907086609999999793e-01
5.132399699999999967e-03;-2.854675189999999474e-01
5.132599700000000514e-03;-2.798769674000000096e-01
5.132799699999999327e-03;-2.746358254000000887e-01
5.132999699999999874e-03;-2.693946834000000567e-01
5.133199699999999553e-03;-2.638041321999999855e-01
5.133399700000000100e-03;-2.582135809999999698e-01
5.133599699999999780e-03;-2.529724393999999710e-01
5.133799700000000327e-03;-2.473818884000000273e-01
5.133999699999999139e-03;-2.417913374000000282e-01
5.134199699999999686e-03;-2.365501960000000181e-01
5.134399699999999366e-03;-2.309596452000000077e-01
5.134599699999999912e-03;-2.253690944000000251e-01
5.134799699999999592e-03;-2.197785436000000148e-01
5.134999700000000139e-03;-2.138385832000000153e-01
5.135199699999999819e-03;-2.082480318000000108e-01
5.135399699999999498e-03;-2.023080709999999782e-01
5.135599699999999178e-03;-1.967175197999999903e-01
5.135799699999999725e-03;-1.911269686000000023e-01
5.135999700000000272e-03;-1.855364173999999866e-01
5.136199699999999951e-03;-1.802952757999999878e-01
5.136399700000000498e-03;-1.747047246000000276e-01
5.136599699999999311e-03;-1.691141734000000119e-01
5.136799699999999858e-03;-1.631742127999999958e-01
5.136999699999999537e-03;-1.575836617999999967e-01
5.137199700000000084e-03;-1.519931107999999975e-01
5.137399699999999764e-03;-1.464025600000000149e-01
5.137599700000000311e-03;-1.408120092000000045e-01
5.137799699999999990e-03;-1.352214583999999942e-01
5.137999699999999670e-03;-1.299803164000000177e-01
5.138199699999999349e-03;-1.243897650000000132e-01
5.138399699999999896e-03;-1.187992136000000087e-01
5.138599699999999576e-03;-1.132086622000000042e-01
5.138799700000000123e-03;-1.076181110000000024e-01
5.138999699999999803e-03;-1.020275598000000006e-01
5.139199699999999482e-03;-9.643700859999998487e-02
5.139399699999999162e-03;-9.049704779999999393e-02
5.139599699999999709e-03;-8.490649659999999210e-02
5.139799699999999388e-03;-7.931594539999999027e-02
5.139999699999999935e-03;-7.337598479999998813e-02
5.140199700000000482e-03;-6.778543360000000018e-02
5.140399700000000162e-03;-6.184547280000000230e-02
5.140599699999999841e-03;-5.590551200000000442e-02
5.140799699999999521e-03;-5.031496080000000259e-02
5.140999700000000068e-03;-4.402559080000000014e-02
5.141199699999999748e-03;-3.843503940000000257e-02
5.141399700000000295e-03;-3.284448800000000501e-02
5.141599699999999974e-03;-2.725393660000000051e-02
5.141799699999999654e-03;-2.166338539999999868e-02
5.141999699999999333e-03;-1.607283419999999685e-02
5.142199699999999880e-03;-1.048228299999999849e-02
5.142399699999999560e-03;-4.542322600000001619e-03
5.142599700000000107e-03;6.988190000000012387e-04
5.142799699999999787e-03;6.289369800000001523e-03
5.142999700000000333e-03;1.187992060000000148e-02
5.143199699999999146e-03;1.747047180000000158e-02
5.143399699999999693e-03;2.271161340000000389e-02
5.143599699999999372e-03;2.830216460000000225e-02
5.143799699999999919e-03;3.389271600000000328e-02
5.143999699999999599e-03;3.948326739999999391e-02
5.144199700000000146e-03;4.507381879999999841e-02
5.144399699999999825e-03;5.101377959999999628e-02
5.144599699999999505e-03;5.660433079999999811e-02
5.144799700000000052e-03;6.219488200000000688e-02
5.144999699999999732e-03;6.743602359999999185e-02
5.145199700000000279e-03;7.302657479999999368e-02
5.145399699999999958e-03;7.826771659999999520e-02
5.145599699999999638e-03;8.385826779999999703e-02
5.145799699999999317e-03;8.944881899999999886e-02
5.145999699999999864e-03;9.503937020000000069e-02
5.146199699999999544e-03;1.006299214000000025e-01
5.146399700000000091e-03;1.062204726000000043e-01
5.146599699999999770e-03;1.118110238000000062e-01
5.146799700000000317e-03;1.170521656000000077e-01
5.146999699999999130e-03;1.226427170000000122e-01
5.147199699999999677e-03;1.282332684000000167e-01
5.147399699999999356e-03;1.334744104000000209e-01
5.147599699999999903e-03;1.390649612000000035e-01
5.147799699999999583e-03;1.446555120000000139e-01
5.147999700000000130e-03;1.502460628000000242e-01
5.148199699999999809e-03;1.554872042000000343e-01
5.148399699999999489e-03;1.607283456000000443e-01
5.148599700000000036e-03;1.663188966000000435e-01
5.148799699999999716e-03;1.715600382000000146e-01
5.148999700000000262e-03;1.768011797999999857e-01
5.149199699999999942e-03;1.823917309999999736e-01
5.149399700000000489e-03;1.876328725999999725e-01
5.149599699999999301e-03;1.928740141999999713e-01
5.149799699999999848e-03;1.984645653999999870e-01
5.149999699999999528e-03;2.037057072000000024e-01
5.150199700000000075e-03;2.089468489999999901e-01
5.150399699999999754e-03;2.141879907999999777e-01
5.150599700000000301e-03;2.194291325999999653e-01
5.150799699999999114e-03;2.246702743999999807e-01
5.150999699999999661e-03;2.292125973999999677e-01
5.151199699999999340e-03;2.344537387999999500e-01
5.151399699999999887e-03;2.396948801999999601e-01
5.151599699999999567e-03;2.449360215999999979e-01
5.151799700000000114e-03;2.498277535999999799e-01
5.151999699999999793e-03;2.550688952000000342e-01
5.152199699999999473e-03;2.603100367999999776e-01
5.152399689999999192e-03;2.655511788000000095e-01
5.152599689999999739e-03;2.707923203999999529e-01
5.152799690000000286e-03;2.760334623999999848e-01
5.152999689999999966e-03;2.812746044000000167e-01
5.153199690000000513e-03;2.865157464000000487e-01
5.153399689999999325e-03;2.921062980000000420e-01
5.153599689999999872e-03;2.973474400000000184e-01
5.153799689999999552e-03;3.022391724000000335e-01
5.153999690000000099e-03;3.074803138000000158e-01
5.154199689999999778e-03;3.127214551999999426e-01
5.154399690000000325e-03;3.172637777999999242e-01
5.154599690000000005e-03;3.221555099999999783e-01
5.154799689999999684e-03;3.273978819999999179e-01
5.154999689999999364e-03;3.326402539999999686e-01
5.155199689999999911e-03;3.375332164000000024e-01
5.155399689999999591e-03;3.424261787999999807e-01
5.155599690000000138e-03;3.469697317999999586e-01
5.155799689999999817e-03;3.518626944000000090e-01
5.155999689999999497e-03;3.567556570000000038e-01
5.156199689999999176e-03;3.616486195999999986e-01
5.156399689999999723e-03;3.665415822000000490e-01
5.156599689999999403e-03;3.714345448000000438e-01
5.156799689999999950e-03;3.763275074000000386e-01
5.156999690000000497e-03;3.808710604000000166e-01
5.157199689999999309e-03;3.857640228000000504e-01
5.157399689999999856e-03;3.906569852000000287e-01
5.157599689999999536e-03;3.952005388000000563e-01
5.157799690000000083e-03;3.997440924000000284e-01
5.157999689999999762e-03;4.046370556000000174e-01
5.158199690000000309e-03;4.095300188000000619e-01
5.158399689999999989e-03;4.144229820000000508e-01
5.158599689999999668e-03;4.189665356000000784e-01
5.158799689999999348e-03;4.238594988000000119e-01
5.158999689999999895e-03;4.284030524000000395e-01
5.159199689999999575e-03;4.329466060000000116e-01
5.159399690000000122e-03;4.374901595999999282e-01
5.159599689999999801e-03;4.423831227999999727e-01
5.159799689999999481e-03;4.465772667999999834e-01
5.159999689999999160e-03;4.511208203999999555e-01
5.160199689999999707e-03;4.556643740000000387e-01
5.160399689999999387e-03;4.598585179999999939e-01
5.160599689999999934e-03;4.644020703999999222e-01
5.160799690000000481e-03;4.689456227999999616e-01
5.160999690000000160e-03;4.734891751999999454e-01
5.161199689999999840e-03;4.776833185999999620e-01
5.161399689999999520e-03;4.818774619999999786e-01
5.161599690000000067e-03;4.860716053999999398e-01
5.161799689999999746e-03;4.906151583999999732e-01
5.161999690000000293e-03;4.948093017999999899e-01
5.162199689999999973e-03;4.990034451999999510e-01
5.162399689999999652e-03;5.028481790000000062e-01
5.162599689999999332e-03;5.073917319999999842e-01
5.162799689999999879e-03;5.115858754000000008e-01
5.162999689999999559e-03;5.157800188000000174e-01
5.163199690000000106e-03;5.196247525999999617e-01
5.163399689999999785e-03;5.234694864000000170e-01
5.163599690000000332e-03;5.276636298000000336e-01
5.163799689999999144e-03;5.315083635999999778e-01
5.163999689999999691e-03;5.353530980000000827e-01
5.164199689999999371e-03;5.391978324000001876e-01
5.164399689999999918e-03;5.430425668000000705e-01
5.164599689999999597e-03;5.468873012000001754e-01
5.164799690000000144e-03;5.507308054000000785e-01
5.164999689999999824e-03;5.545743095999999817e-01
5.165199689999999504e-03;5.584178137999999958e-01
5.165399690000000051e-03;5.622613180000000099e-01
5.165599689999999730e-03;5.661048222000000241e-01
5.165799690000000277e-03;5.699483263999999272e-01
5.165999689999999957e-03;5.737918305999998303e-01
5.166199690000000504e-03;5.776353347999998444e-01
5.166399689999999316e-03;5.811294294000000082e-01
5.166599689999999863e-03;5.846235239999999500e-01
5.166799689999999542e-03;5.881176185999998918e-01
5.166999690000000089e-03;5.919611228000000169e-01
5.167199689999999769e-03;5.954552176000000863e-01
5.167399690000000316e-03;5.989493124000000446e-01
5.167599689999999128e-03;6.024434072000001139e-01
5.167799689999999675e-03;6.059375020000000722e-01
5.167999689999999355e-03;6.094315966000000140e-01
5.168199689999999902e-03;6.125762818000000109e-01
5.168399689999999581e-03;6.157209670000001189e-01
5.168599690000000128e-03;6.192150616000000607e-01
5.168799689999999808e-03;6.223597465999999301e-01
5.168999689999999488e-03;6.258538411999999829e-01
5.169199690000000035e-03;6.289985261999999633e-01
5.169399689999999714e-03;6.324926196000000278e-01
5.169599690000000261e-03;6.356373034000001310e-01
5.169799689999999941e-03;6.391313968000000845e-01
5.169999690000000488e-03;6.419266721999999925e-01
5.170199689999999300e-03;6.450713560000000957e-01
5.170399689999999847e-03;6.482160398000001988e-01
5.170599689999999526e-03;6.510113152000001069e-01
5.170799690000000073e-03;6.534571822000000418e-01
5.170999689999999753e-03;6.562524576000000609e-01
5.171199690000000300e-03;6.590477330000000800e-01
5.171399689999999112e-03;6.618430084000000990e-01
5.171599689999999659e-03;6.649876934000000794e-01
5.171799689999999339e-03;6.677829688000000985e-01
5.171999689999999886e-03;6.705782442000001176e-01
5.172199689999999565e-03;6.733735196000000256e-01
5.172399690000000112e-03;6.761687950000000447e-01
5.172599689999999792e-03;6.786146608000001024e-01
5.172799689999999471e-03;6.814099362000000104e-01
5.172999690000000018e-03;6.838558019999999571e-01
5.173199689999999698e-03;6.856028497999999693e-01
5.173399690000000245e-03;6.880487156000000271e-01
5.173599689999999925e-03;6.904945813999999737e-01
5.173799690000000472e-03;6.932898567999998818e-01
5.173999689999999284e-03;6.957357226000000505e-01
5.174199689999999831e-03;6.981815883999999972e-01
5.174399689999999510e-03;7.006274541999999439e-01
5.174599690000000057e-03;7.030733199999998906e-01
5.174799689999999737e-03;7.051697761999999869e-01
5.174999690000000284e-03;7.076156420000000447e-01
5.175199689999999964e-03;7.100615078000001024e-01
5.175399689999999643e-03;7.125073736000001601e-01
5.175599689999999323e-03;7.149532394000002178e-01
5.175799689999999870e-03;7.170496956000000921e-01
5.175999689999999549e-03;7.191461518000000774e-01
5.176199690000000096e-03;7.212426080000000628e-01
5.176399689999999776e-03;7.233390642000001591e-01
5.176599689999999455e-03;7.254355204000000334e-01
5.176799689999999135e-03;7.275319766000001298e-01
5.176999689999999682e-03;7.292790232000001538e-01
5.177199690000000229e-03;7.310260698000001778e-01
5.177399689999999909e-03;7.331225260000001631e-01
5.177599690000000456e-03;7.352189822000000374e-01
5.177799689999999268e-03;7.369660288000000614e-01
5.177999689999999815e-03;7.387130756000001020e-01
5.178199689999999494e-03;7.408095318000000873e-01
5.178399690000000041e-03;7.429059879999999616e-01
5.178599689999999721e-03;7.446530348000000021e-01
5.178799690000000268e-03;7.464000816000000427e-01
5.178999689999999947e-03;7.481471284000000832e-01
5.179199689999999627e-03;7.498941752000001237e-01
5.179399689999999307e-03;7.512918135999999691e-01
5.179599689999999854e-03;7.526894520000000366e-01
5.179799689999999533e-03;7.540870904000001040e-01
5.179999690000000080e-03;7.558341372000000336e-01
5.180199689999999760e-03;7.572317755999999900e-01
5.180399689999999439e-03;7.586294140000000574e-01
5.180599689999999119e-03;7.600270524000000139e-01
5.180799689999999666e-03;7.617740991999999434e-01
5.180999690000000213e-03;7.631717376000000108e-01
5.181199689999999893e-03;7.642199664000001169e-01
5.181399690000000439e-03;7.656176048000000733e-01
5.181599690000000119e-03;7.666658336000000684e-01
5.181799689999999799e-03;7.677140624000000635e-01
5.181999689999999478e-03;7.687622911999999475e-01
5.182199690000000025e-03;7.698105200000000536e-01
5.182399689999999705e-03;7.708587488000000487e-01
5.182599690000000252e-03;7.719069776000000438e-01
5.182799689999999931e-03;7.726057967999999665e-01
5.182999689999999611e-03;7.736540255999999616e-01
5.183199689999999291e-03;7.754010724000000021e-01
5.183399689999999838e-03;7.764493011999999972e-01
5.183599689999999517e-03;7.771481204000000309e-01
5.183799690000000064e-03;7.778469396000000646e-01
5.183999689999999744e-03;7.785457587999999873e-01
5.184199690000000291e-03;7.792445780000000211e-01
5.184399689999999103e-03;7.799433972000000548e-01
5.184599689999999650e-03;7.806422164000000885e-01
5.184799689999999329e-03;7.813410356000001222e-01
5.184999689999999876e-03;7.820398548000000449e-01
5.185199690000000423e-03;7.827386739999999676e-01
5.185399690000000103e-03;7.830880836000000400e-01
5.185599689999999783e-03;7.834374932000001124e-01
